gen	best_combined	mean_combined	best_preq	best_gzip	best_id_base	sigma
0	0.149517	0.004732	0.222907	0.478739	0.000703	0.100000
1	0.219860	0.034330	0.240119	0.383972	0.000872	0.099500
2	0.253897	0.100673	0.255766	0.275777	0.001078	0.099003
3	0.256418	0.172419	0.259737	0.267924	0.001199	0.098507
4	0.255992	0.205682	0.258983	0.269511	0.001284	0.098015
5	0.256316	0.198371	0.259110	0.270549	0.001256	0.097525
6	0.256022	0.214541	0.257718	0.277018	0.001300	0.097037
7	0.257576	0.205450	0.258900	0.279744	0.001300	0.096552
8	0.257430	0.210271	0.259072	0.277445	0.001529	0.096069
9	0.257621	0.206281	0.257911	0.290507	0.001463	0.095589
10	0.258897	0.212490	0.260015	0.281433	0.001486	0.095111
11	0.258689	0.209784	0.260109	0.279073	0.001514	0.094635
12	0.259590	0.212401	0.260949	0.279561	0.001363	0.094162
13	0.258747	0.216247	0.259648	0.283325	0.001421	0.093691
14	0.259138	0.212370	0.260237	0.281596	0.001503	0.093223
15	0.259216	0.217519	0.262516	0.268188	0.001436	0.092757
16	0.261188	0.210439	0.263650	0.272603	0.001424	0.092293
17	0.262251	0.221796	0.266970	0.262227	0.001463	0.091832
18	0.262677	0.217418	0.268036	0.259806	0.001570	0.091372
19	0.262515	0.216928	0.267718	0.260376	0.001498	0.090916
20	0.263936	0.219149	0.266402	0.272725	0.001597	0.090461
21	0.265906	0.219608	0.267139	0.280762	0.001528	0.090009
22	0.265077	0.226417	0.269805	0.262390	0.001661	0.089559
23	0.265936	0.227681	0.266029	0.294698	0.001672	0.089111
24	0.266169	0.219685	0.266173	0.301086	0.001726	0.088665
25	0.267946	0.229261	0.271015	0.269816	0.001843	0.088222
26	0.267776	0.222456	0.267929	0.293233	0.001672	0.087781
27	0.267630	0.228968	0.267683	0.296021	0.001691	0.087342
28	0.268553	0.225813	0.271269	0.271627	0.001650	0.086905
29	0.269876	0.225639	0.270204	0.290141	0.001717	0.086471
30	0.270904	0.226553	0.271137	0.291707	0.001659	0.086038
31	0.272233	0.230489	0.274908	0.272034	0.001711	0.085608
32	0.275821	0.230250	0.275973	0.293355	0.001500	0.085180
33	0.274641	0.226839	0.279163	0.263855	0.001677	0.084754
34	0.275939	0.227186	0.284390	0.250875	0.001878	0.084331
35	0.275372	0.219134	0.284368	0.249288	0.001754	0.083909
36	0.275765	0.228217	0.276164	0.289246	0.001497	0.083489
37	0.276213	0.232397	0.276418	0.292297	0.001477	0.083072
38	0.276598	0.227301	0.284312	0.253092	0.001943	0.082657
39	0.277529	0.226154	0.278056	0.287679	0.001654	0.082243
40	0.282798	0.222864	0.286430	0.268046	0.001823	0.081832
41	0.282710	0.232131	0.286027	0.269450	0.001896	0.081423
42	0.282573	0.227016	0.286483	0.266846	0.001826	0.081016
43	0.284356	0.228805	0.284494	0.306213	0.001735	0.080611
44	0.284613	0.224168	0.287139	0.273417	0.001972	0.080208
45	0.288767	0.223156	0.295321	0.257629	0.002294	0.079807
46	0.290143	0.224810	0.290388	0.291789	0.001898	0.079408
47	0.290340	0.219505	0.294523	0.266174	0.002323	0.079010
48	0.289588	0.231481	0.289640	0.296204	0.001975	0.078615
49	0.291974	0.229577	0.293698	0.278300	0.002643	0.078222
50	0.291483	0.221529	0.293589	0.276001	0.002613	0.077831
51	0.291370	0.229925	0.294503	0.270752	0.002548	0.077442
52	0.292288	0.225134	0.294865	0.273499	0.002616	0.077055
53	0.293517	0.238599	0.295507	0.276754	0.002465	0.076670
54	0.293372	0.226415	0.295350	0.276815	0.002419	0.076286
55	0.293897	0.245454	0.295735	0.277669	0.002432	0.075905
56	0.296799	0.233271	0.299643	0.272380	0.003179	0.075525
57	0.297536	0.240070	0.302977	0.261922	0.002977	0.075148
58	0.298353	0.238025	0.304340	0.260132	0.003546	0.074772
59	0.300207	0.234671	0.300259	0.296265	0.004570	0.074398
60	0.300760	0.256083	0.310909	0.248474	0.003680	0.074026
61	0.309100	0.248076	0.311051	0.277568	0.005576	0.073656
62	0.326489	0.258058	0.330438	0.331014	0.013991	0.073288
63	0.353713	0.283786	0.355206	0.318359	0.012398	0.072921
64	0.489678	0.325763	0.496971	0.334391	0.024942	0.072557
65	1.451396	0.425288	1.472578	0.334045	0.159028	0.072194
66	1.853167	0.697846	1.857354	0.313436	0.205953	0.071833
67	2.353272	1.122408	2.386395	0.266561	0.270742	0.071474
68	2.372063	1.358020	2.508835	0.233032	0.285353	0.071116
69	2.367290	1.544925	2.524999	0.228170	0.287016	0.070761
70	2.480846	1.437336	2.595707	0.239827	0.296099	0.070407
71	2.476575	1.493757	2.588245	0.240601	0.295257	0.070055
72	2.467197	1.515364	2.574586	0.241618	0.293634	0.069705
73	2.472393	1.454214	2.591423	0.238668	0.295676	0.069356
74	2.475684	1.485863	2.522141	0.261434	0.287042	0.069009
75	2.467089	1.519410	2.585863	0.238668	0.295074	0.068664
76	2.446374	1.525356	2.567780	0.237752	0.292906	0.068321
77	2.470988	1.566736	2.587380	0.239319	0.295111	0.067979
78	2.459725	1.545378	2.585585	0.236816	0.294961	0.067639
79	2.471965	1.478794	2.580637	0.241333	0.294355	0.067301
80	2.473076	1.539510	2.578207	0.242289	0.294089	0.066965
81	2.477371	1.558052	2.592468	0.239726	0.295810	0.066630
82	2.471803	1.547846	2.584275	0.240336	0.294779	0.066297
83	2.456673	1.579428	2.527980	0.252157	0.288037	0.065965
84	2.472518	1.632070	2.588982	0.239319	0.295343	0.065635
85	2.465478	1.661573	2.591382	0.236877	0.295598	0.065307
86	2.472546	1.529046	2.566915	0.245260	0.292224	0.064981
87	2.468246	1.520281	2.575298	0.241720	0.293505	0.064656
88	2.479623	1.556724	2.604084	0.237406	0.297131	0.064333
89	2.457555	1.581264	2.580170	0.237590	0.294313	0.064011
90	2.472645	1.541449	2.575650	0.242859	0.293739	0.063691
91	2.467583	1.539324	2.571426	0.242574	0.293304	0.063372
92	2.490917	1.667033	2.596046	0.242493	0.296159	0.063056
93	2.468653	1.605410	2.587422	0.238688	0.295179	0.062740
94	2.483062	1.541809	2.515409	0.267822	0.286414	0.062427
95	2.482957	1.588862	2.654134	0.226969	0.303067	0.062114
96	2.469909	1.615855	2.502002	0.267863	0.284692	0.061804
97	2.474395	1.619934	2.503431	0.269450	0.284951	0.061495
98	2.478900	1.560544	2.591146	0.240479	0.295650	0.061187
99	2.478075	1.585903	2.504049	0.271118	0.285015	0.060881
100	2.464974	1.592722	2.602875	0.234009	0.296982	0.060577
101	2.475935	1.649588	2.508148	0.267843	0.285446	0.060274
102	2.464875	1.595576	2.604085	0.233704	0.297422	0.059973
103	2.468044	1.543154	2.595751	0.236471	0.296141	0.059673
104	2.481228	1.647025	2.559277	0.250224	0.291280	0.059375
105	2.509473	1.612511	2.613709	0.242940	0.298264	0.059078
106	2.480272	1.659187	2.504532	0.272095	0.285046	0.058782
107	2.493619	1.634072	2.581175	0.247457	0.294195	0.058488
108	2.476655	1.603752	2.591560	0.239766	0.295525	0.058196
109	2.497830	1.583640	2.607639	0.241333	0.297618	0.057905
110	2.501747	1.629399	2.599853	0.244527	0.296607	0.057615
111	2.494627	1.677897	2.600217	0.242411	0.296601	0.057327
112	2.484807	1.647531	2.587944	0.242961	0.295214	0.057041
113	2.490447	1.641258	2.601098	0.241028	0.296633	0.056756
114	2.494483	1.673633	2.538159	0.262736	0.289416	0.056472
115	2.487325	1.664810	2.527171	0.264343	0.287545	0.056189
116	2.501252	1.638254	2.602444	0.243673	0.297003	0.055908
117	2.506775	1.698873	2.547025	0.264303	0.290233	0.055629
118	2.490424	1.615327	2.594850	0.242676	0.295764	0.055351
119	2.502137	1.645698	2.599452	0.244751	0.296598	0.055074
120	2.498074	1.672690	2.602896	0.242655	0.296996	0.054799
121	2.501183	1.643417	2.599340	0.244507	0.296679	0.054525
122	2.499070	1.664018	2.561432	0.255595	0.292346	0.054252
123	2.495493	1.677878	2.564167	0.253398	0.292569	0.053981
124	2.502162	1.652481	2.560223	0.257161	0.292044	0.053711
125	2.495629	1.661636	2.594448	0.244263	0.295966	0.053442
126	2.500175	1.663384	2.568795	0.253459	0.293108	0.053175
127	2.503289	1.701866	2.563631	0.256348	0.292489	0.052909
128	2.505647	1.641258	2.566731	0.256104	0.292941	0.052645
129	2.501282	1.673906	2.568180	0.254049	0.293067	0.052381
130	2.490511	1.663213	2.598991	0.241597	0.296454	0.052120
131	2.504573	1.646500	2.569118	0.254883	0.293234	0.051859
132	2.495566	1.693013	2.563635	0.253601	0.292494	0.051600
133	2.491108	1.685383	2.533627	0.263204	0.288626	0.051342
134	2.522946	1.711812	2.564203	0.263977	0.291934	0.051085
135	2.510934	1.737874	2.599794	0.247253	0.296383	0.050830
136	2.514852	1.731551	2.546291	0.268473	0.289985	0.050575
137	2.509572	1.722108	2.553270	0.262838	0.290710	0.050322
138	2.516649	1.697767	2.548275	0.268392	0.290146	0.050071
139	2.519057	1.697985	2.560627	0.263814	0.291626	0.049821
140	2.512317	1.673348	2.553401	0.263977	0.290788	0.049571
141	2.518540	1.720372	2.561480	0.263224	0.291638	0.049324
142	2.515190	1.718316	2.558890	0.262878	0.291536	0.049077
143	2.525971	1.728151	2.594076	0.253866	0.296186	0.048832
144	2.526380	1.734581	2.594800	0.253764	0.296269	0.048587
145	2.529569	1.779155	2.581329	0.259745	0.294190	0.048344
146	2.525684	1.783040	2.562331	0.266052	0.291870	0.048103
147	2.515999	1.707006	2.557566	0.263794	0.291399	0.047862
148	2.533313	1.700608	2.600099	0.254374	0.296947	0.047623
149	2.532431	1.728880	2.602802	0.253174	0.297177	0.047385
150	2.519744	1.848914	2.563571	0.262858	0.291991	0.047148
151	2.515704	1.698438	2.571474	0.258118	0.293009	0.046912
152	2.518827	1.777383	2.603207	0.248657	0.297125	0.046678
153	2.532790	1.817993	2.573364	0.264343	0.293178	0.046444
154	2.520728	1.785499	2.616572	0.245361	0.298383	0.046212
155	2.524738	1.657906	2.569285	0.262594	0.292650	0.045981
