gen	best_combined	mean_combined	best_preq	best_gzip	best_id_base	sigma
0	0.156481	0.071537	0.177352	0.749919	0.000371	0.100000
1	0.161149	0.108114	0.169371	0.786906	0.000376	0.099500
2	0.162830	0.118988	0.170598	0.788940	0.000341	0.099003
3	0.162164	0.122280	0.165649	0.808757	0.000327	0.098507
4	0.163988	0.120494	0.182850	0.756673	0.000368	0.098015
5	0.163600	0.117345	0.165254	0.821635	0.000296	0.097525
6	0.165522	0.117588	0.172562	0.792277	0.000320	0.097037
7	0.164712	0.126253	0.179559	0.766907	0.000370	0.096552
8	0.165940	0.122781	0.168283	0.816508	0.000271	0.096069
9	0.167416	0.131438	0.177401	0.781921	0.000394	0.095589
10	0.168690	0.126122	0.188570	0.755595	0.000413	0.095111
11	0.167836	0.128546	0.173438	0.798747	0.000387	0.094635
12	0.169704	0.128539	0.174327	0.803630	0.000265	0.094162
13	0.169341	0.128776	0.174701	0.800069	0.000365	0.093691
14	0.171358	0.125901	0.173065	0.821838	0.000377	0.093223
15	0.170729	0.122445	0.177342	0.794861	0.000384	0.092757
16	0.172904	0.127466	0.182940	0.782817	0.000369	0.092293
17	0.173228	0.125814	0.178057	0.803101	0.000342	0.091832
18	0.171980	0.125712	0.179137	0.792887	0.000393	0.091372
19	0.170587	0.128874	0.182775	0.775696	0.000441	0.090916
20	0.170973	0.125615	0.180022	0.785767	0.000398	0.090461
21	0.171904	0.127861	0.179735	0.790304	0.000352	0.090009
22	0.172194	0.123383	0.183656	0.778198	0.000376	0.089559
23	0.172445	0.131270	0.178696	0.796631	0.000346	0.089111
24	0.175053	0.130314	0.179001	0.807760	0.000375	0.088665
25	0.173345	0.123567	0.178038	0.803772	0.000359	0.088222
26	0.174223	0.131661	0.179105	0.802979	0.000375	0.087781
27	0.174908	0.133975	0.178402	0.810221	0.000377	0.087342
28	0.174605	0.128407	0.184720	0.782878	0.000575	0.086905
29	0.174485	0.127914	0.183642	0.786031	0.000385	0.086471
30	0.180914	0.132227	0.198586	0.763652	0.000678	0.086038
31	0.182193	0.124044	0.195500	0.774902	0.000738	0.085608
32	0.181398	0.128215	0.181642	0.839640	0.000800	0.085180
33	0.183236	0.124467	0.183782	0.834574	0.000803	0.084754
34	0.182997	0.135067	0.184138	0.827698	0.000800	0.084331
35	0.185862	0.119368	0.186427	0.834412	0.000705	0.083909
36	0.186761	0.128971	0.187375	0.833801	0.000714	0.083489
37	0.186931	0.117481	0.199527	0.777771	0.000651	0.083072
38	0.185670	0.107594	0.188168	0.817301	0.000818	0.082657
39	0.185927	0.110949	0.186710	0.831665	0.000674	0.082243
40	0.187011	0.117274	0.187514	0.835347	0.000778	0.081832
41	0.187245	0.125378	0.188650	0.825541	0.000677	0.081423
42	0.188678	0.121129	0.193062	0.807129	0.000922	0.081016
43	0.188623	0.116209	0.192203	0.811218	0.000973	0.080611
44	0.190317	0.121920	0.193800	0.811910	0.001135	0.080208
45	0.190231	0.123065	0.191633	0.825765	0.001233	0.079807
46	0.190929	0.121774	0.197903	0.796427	0.001262	0.079408
47	0.195253	0.118842	0.201808	0.798604	0.001416	0.079010
48	0.198379	0.110216	0.199826	0.825887	0.001619	0.078615
49	0.192458	0.116733	0.196574	0.808858	0.001273	0.078222
50	0.206926	0.120920	0.214774	0.795431	0.002240	0.077831
51	0.202495	0.118245	0.208985	0.799764	0.002119	0.077442
52	0.201036	0.111797	0.209978	0.790995	0.001314	0.077055
53	0.209210	0.110511	0.228203	0.766622	0.002580	0.076670
54	0.208726	0.111431	0.226157	0.769897	0.002570	0.076286
55	0.215803	0.114030	0.218461	0.818705	0.002884	0.075905
56	0.217418	0.122473	0.220864	0.814535	0.002846	0.075525
57	0.227689	0.111755	0.232144	0.810628	0.003223	0.075148
58	0.228175	0.102934	0.232880	0.809591	0.003381	0.074772
59	0.232881	0.110121	0.248121	0.778788	0.004336	0.074398
60	0.223889	0.101585	0.229102	0.807088	0.003497	0.074026
61	0.234449	0.121393	0.248536	0.781677	0.004460	0.073656
62	0.230911	0.129297	0.244947	0.781291	0.004548	0.073288
63	0.230948	0.117619	0.245742	0.779521	0.004156	0.072921
64	0.229652	0.122002	0.233729	0.812480	0.003301	0.072557
65	0.226210	0.131101	0.233737	0.798828	0.003344	0.072194
66	0.230560	0.118920	0.243002	0.785156	0.004057	0.071833
67	0.230808	0.119907	0.242282	0.787699	0.004666	0.071474
68	0.234591	0.119057	0.244568	0.792277	0.004380	0.071116
69	0.227223	0.121816	0.234833	0.798665	0.003380	0.070761
70	0.226833	0.125046	0.246576	0.768290	0.004099	0.070407
71	0.230995	0.125205	0.236044	0.808411	0.004737	0.070055
72	0.231619	0.136133	0.234826	0.816833	0.004776	0.069705
73	0.236607	0.127641	0.242702	0.804891	0.005079	0.069356
74	0.233337	0.131000	0.234999	0.826172	0.006199	0.069009
75	0.241785	0.117914	0.243857	0.823873	0.007170	0.068664
76	0.237087	0.137108	0.239205	0.823324	0.006386	0.068321
77	0.235887	0.134205	0.254379	0.772298	0.005839	0.067979
78	0.239119	0.131605	0.240742	0.826742	0.006590	0.067639
79	0.235639	0.122608	0.257659	0.765462	0.005995	0.067301
80	0.243168	0.134849	0.264432	0.768107	0.006173	0.066965
81	0.239840	0.125120	0.251088	0.789449	0.004358	0.066630
82	0.237519	0.116122	0.247354	0.793030	0.004275	0.066297
83	0.241638	0.133342	0.259238	0.775004	0.006170	0.065965
84	0.259656	0.123209	0.281662	0.769328	0.006121	0.065635
85	0.257706	0.122067	0.276848	0.774292	0.005814	0.065307
86	0.249534	0.125632	0.268662	0.773132	0.005463	0.064981
87	0.256547	0.114812	0.279202	0.767721	0.005882	0.064656
88	0.259611	0.118914	0.279380	0.773376	0.006049	0.064333
89	0.266505	0.133767	0.289020	0.769450	0.006549	0.064011
90	0.261180	0.142827	0.284126	0.767924	0.006397	0.063691
91	0.308816	0.153271	0.321705	0.792806	0.011609	0.063372
92	0.409790	0.170010	0.421466	0.802592	0.038549	0.063056
93	0.469439	0.222378	0.472281	0.828023	0.051982	0.062740
94	0.608860	0.304062	0.636306	0.790609	0.097266	0.062427
95	0.719619	0.384079	0.849711	0.734701	0.126086	0.062114
96	0.906708	0.508658	0.911366	0.829753	0.147359	0.061804
97	1.010528	0.694852	1.031452	0.809509	0.170281	0.061495
98	1.219071	0.844389	1.235700	0.817078	0.218018	0.061187
99	1.329134	1.002973	1.335704	0.830139	0.213851	0.060881
100	1.530227	1.167278	1.647654	0.773092	0.232968	0.060577
101	1.721168	1.307505	1.816946	0.784180	0.298874	0.060274
102	1.859523	1.482488	2.102745	0.750834	0.321408	0.059973
103	2.008142	1.576162	2.376760	0.733887	0.339850	0.059673
104	2.193522	1.732342	2.401914	0.764791	0.322973	0.059375
105	2.307117	1.795265	2.563537	0.758179	0.351607	0.059078
106	2.363568	1.922951	2.800077	0.733561	0.351136	0.058782
