gen	best_preq_length	mean_preq_length	best_preq_length	best_preq_gain	best_id_baseline	sigma
0	0.134303	0.085921	0.134303	1.000000	0.000235	0.100000
1	0.173188	0.102149	0.173188	1.000000	0.000365	0.099000
2	0.229929	0.143450	0.229929	1.000000	0.000738	0.098010
3	0.259855	0.201814	0.259855	1.000000	0.001333	0.097030
4	0.279469	0.230745	0.279469	1.000000	0.001781	0.096060
