gen	best_preq_length	mean_preq_length	best_preq_length	best_preq_gain	best_id_baseline	sigma
431	8.091103	7.761397	8.091103	0.147411	1.141142	0.011528
432	5.876699	5.590300	5.876699	0.202568	0.607361	0.011470
433	8.538956	8.136591	8.538956	0.143975	1.248008	0.011413
434	9.171030	8.868286	9.171030	0.136626	1.394705	0.011356
435	7.007927	6.633529	7.007927	0.171655	0.871629	0.011299
436	8.608776	8.262879	8.608776	0.151782	1.183395	0.011243
437	7.593125	7.295455	7.593125	0.189156	0.841722	0.011186
438	6.053804	5.704003	6.053804	0.181398	0.695987	0.011130
439	8.471224	8.204713	8.471224	0.165583	1.071400	0.011075
440	8.624538	8.300439	8.624538	0.168001	1.076866	0.011019
441	7.481748	7.150638	7.481748	0.165071	0.960167	0.010964
442	7.271358	7.054446	7.271358	0.227978	0.682458	0.010909
443	4.673440	4.520072	4.673440	0.160015	0.613171	0.010855
444	9.852131	9.589432	9.852131	0.135026	1.527307	0.010801
445	7.685562	7.427616	7.685562	0.149309	1.081351	0.010747
446	8.284121	7.913083	8.284121	0.172688	1.018089	0.010693
447	9.185159	8.622149	9.185159	0.121160	1.585427	0.010639
448	7.291399	6.870043	7.291399	0.157685	0.972281	0.010586
449	6.480068	6.181953	6.480068	0.187093	0.724194	0.010533
450	13.553875	13.231688	13.553875	0.124892	2.272146	0.010481
451	8.406387	7.801693	8.406387	0.137029	1.276549	0.010428
452	5.703520	5.514289	5.703520	0.176694	0.682630	0.010376
453	5.522967	5.273540	5.522967	0.136334	0.851540	0.010324
454	5.884124	5.635961	5.884124	0.181995	0.691480	0.010273
455	14.461600	13.817775	14.461600	0.142481	2.136945	0.010221
456	6.140939	5.753098	6.140939	0.173945	0.749182	0.010170
457	10.181562	9.799971	10.181562	0.162891	1.307249	0.010119
458	5.551563	5.369658	5.551563	0.160548	0.723847	0.010069
459	5.482945	5.221815	5.482945	0.179697	0.649007	0.010018
460	7.818326	7.621167	7.818326	0.143309	1.136458	0.009968
461	7.652907	7.359609	7.652907	0.153275	1.050014	0.009918
462	6.322579	6.108712	6.322579	0.183328	0.727769	0.009869
463	9.932943	9.384760	9.932943	0.120956	1.705313	0.009819
464	9.555893	9.210917	9.555893	0.117509	1.700460	0.009770
465	5.640567	5.420941	5.640567	0.164067	0.719188	0.009721
466	6.089982	5.876429	6.089982	0.196911	0.651428	0.009673
467	6.087188	5.878035	6.087188	0.188589	0.676605	0.009625
468	7.063817	6.744915	7.063817	0.172543	0.860878	0.009576
469	4.918698	4.479968	4.918698	0.154632	0.668186	0.009529
470	5.525325	5.257492	5.525325	0.200022	0.578502	0.009481
471	5.798832	5.567481	5.798832	0.220453	0.562417	0.009433
472	7.051947	6.837753	7.051947	0.156139	0.940426	0.009386
473	9.251183	8.948342	9.251183	0.124969	1.541436	0.009339
474	6.990290	6.536487	6.990290	0.155328	0.947092	0.009293
475	4.939664	4.674386	4.939664	0.179699	0.582513	0.009246
476	8.246616	8.021299	8.246616	0.147758	1.176000	0.009200
477	5.511459	5.187956	5.511459	0.160801	0.722161	0.009154
478	6.067140	5.849338	6.067140	0.146309	0.865273	0.009108
479	9.701504	9.454241	9.701504	0.135596	1.512994	0.009063
480	10.316654	9.843925	10.316654	0.168576	1.294247	0.009017
481	7.235210	6.906892	7.235210	0.134957	1.127692	0.008972
482	4.689623	4.511134	4.689623	0.225954	0.437887	0.008927
483	4.076665	3.860477	4.076665	0.203927	0.423465	0.008883
484	9.368884	9.091804	9.368884	0.163445	1.218726	0.008838
485	9.313137	8.907900	9.313137	0.155826	1.260714	0.008794
486	8.190484	7.400998	8.190484	0.131588	1.293936	0.008750
487	7.670457	7.445188	7.670457	0.135193	1.181628	0.008706
488	3.327070	3.141023	3.327070	0.219467	0.325696	0.008663
489	9.718863	9.283607	9.718863	0.140703	1.453728	0.008620
490	5.951642	5.721959	5.951642	0.232497	0.543276	0.008576
491	6.704856	6.591540	6.704856	0.126982	1.099392	0.008534
492	11.950928	11.668377	11.950928	0.142400	1.753821	0.008491
493	5.792502	5.556450	5.792502	0.227421	0.539689	0.008448
494	5.570348	5.402158	5.570348	0.176730	0.666859	0.008406
495	8.488182	8.044653	8.488182	0.129775	1.363825	0.008364
496	3.714272	3.543221	3.714272	0.195022	0.402481	0.008322
497	8.748651	8.526146	8.748651	0.134298	1.354152	0.008281
498	4.555730	4.013224	4.555730	0.225422	0.432604	0.008239
499	4.327630	4.113565	4.327630	0.163426	0.556348	0.008198
500	8.474210	8.098234	8.474210	0.145010	1.231101	0.008157
501	5.852571	5.700969	5.852571	0.136084	0.896800	0.008116
502	6.679056	6.463122	6.679056	0.175730	0.810768	0.008076
503	9.607491	9.251949	9.607491	0.143498	1.392292	0.008035
504	5.167747	4.883001	5.167747	0.177177	0.614895	0.007995
505	7.941510	7.674760	7.941510	0.166941	0.995580	0.007955
506	8.346585	7.690517	8.346585	0.140690	1.240049	0.007916
507	3.759624	3.573416	3.759624	0.174243	0.454602	0.007876
508	6.748994	6.453429	6.748994	0.148135	0.959997	0.007837
509	6.286164	5.884522	6.286164	0.152440	0.859475	0.007797
510	9.506386	9.183957	9.506386	0.169489	1.179515	0.007758
511	6.113652	5.892030	6.113652	0.197365	0.656331	0.007720
512	6.981557	6.647444	6.981557	0.184010	0.791982	0.007681
513	8.358472	8.063349	8.358472	0.180612	0.981146	0.007643
514	7.205234	6.862097	7.205234	0.190023	0.812311	0.007604
515	9.399304	8.920027	9.399304	0.170895	1.167334	0.007566
516	6.004718	5.743361	6.004718	0.150928	0.832010	0.007529
517	6.097981	5.883710	6.097981	0.215264	0.599511	0.007491
518	8.404678	8.090192	8.404678	0.143194	1.234195	0.007453
519	4.731173	4.538900	4.731173	0.181441	0.549543	0.007416
520	3.706187	3.515111	3.706187	0.212561	0.374370	0.007379
521	10.168816	9.750609	10.168816	0.129855	1.648317	0.007342
522	7.380249	7.048955	7.380249	0.175514	0.881878	0.007305
523	9.694565	9.282246	9.694565	0.183545	1.119922	0.007269
524	9.974919	9.608481	9.974919	0.141785	1.462033	0.007233
525	5.621495	5.431122	5.621495	0.218420	0.548410	0.007196
526	6.726469	6.488492	6.726469	0.180777	0.780596	0.007160
527	6.550362	6.261015	6.550362	0.152597	0.911859	0.007125
528	7.804505	7.620294	7.804505	0.158183	1.041567	0.007089
529	8.199520	7.675338	8.199520	0.161010	1.076635	0.007054
530	5.837215	5.674801	5.837215	0.189594	0.654797	0.007018
531	7.367509	7.100080	7.367509	0.172558	0.895922	0.006983
532	6.845215	6.548508	6.845215	0.127391	1.112354	0.006948
533	8.899306	8.621542	8.899306	0.159861	1.170198	0.006914
534	12.147206	11.583802	12.147206	0.133536	1.889153	0.006879
535	6.624433	6.415598	6.624433	0.150755	0.917981	0.006845
536	5.181578	5.064031	5.181578	0.147919	0.733887	0.006810
537	7.149801	6.756228	7.149801	0.177304	0.845433	0.006776
538	5.955483	5.789455	5.955483	0.169536	0.739645	0.006742
539	9.714521	9.342813	9.714521	0.154820	1.324090	0.006709
540	7.191954	6.953689	7.191954	0.148948	1.016022	0.006675
541	6.859800	6.547484	6.859800	0.190471	0.759772	0.006642
542	4.109550	3.832733	4.109550	0.222503	0.392441	0.006609
543	11.284754	10.937389	11.284754	0.120553	1.946866	0.006576
544	9.567053	9.271612	9.567053	0.122300	1.648382	0.006543
545	6.132555	5.849672	6.132555	0.154040	0.834110	0.006510
546	6.238846	5.940733	6.238846	0.146334	0.893256	0.006477
547	9.456680	9.082516	9.456680	0.125899	1.559024	0.006445
548	4.523513	4.089658	4.523513	0.192705	0.499651	0.006413
549	9.036864	8.357922	9.036864	0.139840	1.343578	0.006381
550	7.123117	6.777868	7.123117	0.148919	1.004289	0.006349
551	8.363592	8.082289	8.363592	0.160468	1.095314	0.006317
552	11.665621	11.418949	11.665621	0.130481	1.848056	0.006286
553	4.996305	4.781447	4.996305	0.172429	0.605782	0.006254
554	5.536943	5.151484	5.536943	0.196478	0.594746	0.006223
555	9.512278	9.097120	9.512278	0.159730	1.248787	0.006192
556	6.543962	6.366468	6.543962	0.136043	1.008735	0.006161
557	7.226780	6.930329	7.226780	0.159465	0.955853	0.006130
558	5.208640	5.043300	5.208640	0.127146	0.850096	0.006099
559	12.286647	11.887349	12.286647	0.133048	1.936961	0.006069
560	9.636480	9.187745	9.636480	0.182695	1.108244	0.006038
561	6.502293	6.262437	6.502293	0.163391	0.836547	0.006008
562	4.134060	3.953230	4.134060	0.232002	0.381520	0.005978
563	10.307906	9.924700	10.307906	0.168262	1.291657	0.005948
564	6.832348	6.533921	6.832348	0.197371	0.732595	0.005919
565	11.127150	10.737879	11.127150	0.131200	1.764356	0.005889
566	5.384549	5.226483	5.384549	0.162708	0.693813	0.005860
567	6.745957	6.509859	6.745957	0.130671	1.072780	0.005830
568	4.406591	4.213180	4.406591	0.206610	0.442516	0.005801
569	5.867724	5.562181	5.867724	0.226440	0.556477	0.005772
570	4.747812	4.462901	4.747812	0.218261	0.459896	0.005743
571	10.232166	9.747793	10.232166	0.128627	1.648670	0.005715
572	6.090034	5.773597	6.090034	0.186845	0.683413	0.005686
573	5.571609	5.327256	5.571609	0.175561	0.664239	0.005658
574	12.510870	12.170725	12.510870	0.143571	1.839434	0.005629
575	5.485589	5.189027	5.485589	0.141344	0.806538	0.005601
576	5.166923	4.982178	5.166923	0.201511	0.543756	0.005573
577	11.650186	11.235929	11.650186	0.138871	1.759712	0.005545
578	9.072626	8.595291	9.072626	0.125625	1.504405	0.005517
579	5.400919	5.161379	5.400919	0.210457	0.542220	0.005490
580	8.054727	7.767061	8.054727	0.169919	1.003300	0.005462
581	5.331637	5.152575	5.331637	0.194722	0.579773	0.005435
582	3.190534	3.016553	3.190534	0.205442	0.338769	0.005408
583	3.479997	3.159526	3.479997	0.219888	0.339141	0.005381
584	9.581655	9.346428	9.581655	0.136450	1.464614	0.005354
585	7.933580	7.718740	7.933580	0.177739	0.944911	0.005327
586	5.861401	5.646731	5.861401	0.179316	0.692177	0.005301
587	11.909956	11.526598	11.909956	0.129886	1.920121	0.005274
588	6.218313	6.013209	6.218313	0.193829	0.677165	0.005248
589	8.112345	7.865805	8.112345	0.149195	1.136444	0.005221
590	5.606716	5.384132	5.606716	0.194771	0.616114	0.005195
591	7.414532	7.199531	7.414532	0.158000	0.978373	0.005169
592	6.859192	6.399114	6.859192	0.158709	0.918503	0.005144
593	6.233932	5.940886	6.233932	0.213736	0.618508	0.005118
594	7.859497	7.458518	7.859497	0.123731	1.326083	0.005092
595	5.409666	5.254907	5.409666	0.172460	0.666299	0.005067
596	4.356871	4.191865	4.356871	0.152658	0.598194	0.005041
597	7.561960	7.273038	7.561960	0.179432	0.887728	0.005016
598	5.275514	4.955174	5.275514	0.140261	0.795600	0.004991
599	7.820115	7.630598	7.820115	0.155246	1.055892	0.004966
